"","common name","scientific name","kingdom","phylum","class","order","family","genus","longitude","latitude","ssp","Depth method","S Thermal safety margin","S Conservation status","S Vertical habitat","S Cumulative impacts","AC Habitat fragmentation","AC Geographic range extent","AC Maximum body length","AC Thermal habitat availability","E Time of climate emergence","E Thermal habitat loss","E Fraction of species lost","E Climate velocity","Sensitivity","Sensitivity SD","Adaptive capacity","Adaptive capacity SD","Exposure","Exposure SD","Vulnerability","Vulnerability SD","S Thermal safety margin risk","S Conservation status risk","S Vertical habitat risk","S Cumulative impacts risk","AC Habitat fragmentation risk","AC Geographic range extent risk","AC Maximum body length risk","AC Thermal habitat availability risk","E Time of climate emergence risk","E Thermal habitat loss risk","E Fraction of species lost risk","E Climate velocity risk","Sensitivity risk","Adaptive capacity risk","Exposure risk","Overall Risk"
"4531","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-57.875,47.375,"SSP1-2.6","SST",0.146645328,0,0.252084225,0.728290126,0.966495335,0.205094997,0.504152423,0.826973685,0.069483451,0.015032011,0.511798173,0.054526957,0.28175492,0.315126682,0.62567911,0.340751589,0.162710148,0.233856153,0.29234417,0.217400506,"Low","Low","Moderate","Critical","Low","High","High","Low","Low","Low","High","Low","Moderate","Moderate","Moderate","Moderate"
"4532","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-57.625,47.375,"SSP1-2.6","SST",0.154692712,0,0.236454377,0.734885748,0.966495335,0.205094997,0.504152423,0.828806387,0.069483451,0.015032011,0.48163432,0.057398084,0.281508209,0.317757813,0.626137285,0.341113511,0.155886967,0.218416334,0.289466609,0.206605565,"Low","Low","Low","Critical","Low","High","High","Low","Low","Low","High","Low","Moderate","Moderate","Moderate","Moderate"
"4533","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-57.375,47.375,"SSP1-2.6","SST",0.169918796,0,0.27356064,0.737244722,0.966495335,0.205094997,0.504152423,0.839119973,0.069483451,0.015032011,0.464659535,0.034313662,0.29518104,0.315547259,0.628715682,0.343188748,0.145872165,0.213717156,0.292403481,0.222179704,"Low","Low","Moderate","Critical","Low","High","High","Low","Low","Low","High","Low","Moderate","Moderate","Low","Moderate"
"4534","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-57.125,47.375,"SSP1-2.6","SST",0.179095162,0,0.318356341,0.747558051,0.966495335,0.205094997,0.504152423,0.840839867,0.069483451,0.015032011,0.459576824,0.028208292,0.311252389,0.318724897,0.629145655,0.343541125,0.143075145,0.212272222,0.298422818,0.234026043,"Low","Low","Moderate","Critical","Low","High","High","Low","Low","Low","High","Low","Moderate","Moderate","Low","Moderate"
"4535","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-56.875,47.375,"SSP1-2.6","SST",0.175077664,0,0.246596964,0.758294559,0.966495335,0.205094997,0.504152423,0.840864937,0.069483451,0.015032011,0.474478265,0.030033456,0.294992297,0.325776544,0.629151923,0.343546275,0.147256796,0.219353055,0.292848925,0.222798592,"Low","Low","Low","Critical","Low","High","High","Low","Low","Low","High","Low","Moderate","Moderate","Low","Moderate"
"4536","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-56.625,47.375,"SSP1-2.6","SST",0.170908398,0,0.110429713,0.768254935,0.966495335,0.205094997,0.504152423,0.840486448,0.069483451,0.015032011,0.472477804,0.137214551,0.262398262,0.344581222,0.629057301,0.343468569,0.173551954,0.205455507,0.280296758,0.161076855,"Low","Low","Low","Critical","Low","High","High","Low","Low","Low","High","Moderate","Moderate","Moderate","Moderate","Moderate"
"4537","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-56.375,47.375,"SSP1-2.6","SST",0.168206425,0,0.251900445,0.754918095,0.966495335,0.205094997,0.504152423,0.837708685,0.069483451,0.015032011,0.413019414,0.020220391,0.293756241,0.324796166,0.62836286,0.342900939,0.129438817,0.190639435,0.288263499,0.220518125,"Low","Low","Moderate","Critical","Low","High","High","Low","Low","Low","High","Low","Moderate","Moderate","Low","Moderate"
"4538","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-56.125,47.375,"SSP1-2.6","SST",0.163452781,0,0.2456322,0.732878622,0.966495335,0.205094997,0.504152423,0.837524817,0.069483451,0.015032011,0.408542939,0.016056265,0.285490901,0.31524744,0.628316893,0.342863531,0.127278667,0.189226154,0.28513577,0.224096566,"Low","Low","Low","Critical","Low","High","High","Low","Low","Low","High","Low","Moderate","Moderate","Low","Moderate"
"4539","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-55.875,47.375,"SSP1-2.6","SST",0.155442696,0,0.991133747,0.67968054,0.966495335,0.205094997,0.504152423,0.833297462,0.069483451,0.015032011,0.421346921,0.006877981,0.456564246,0.459953088,0.627260054,0.342009168,0.128185091,0.197407173,0.354676361,0.254953749,"Low","Low","Critical","High","Low","High","High","Low","Low","Low","High","Low","Moderate","Moderate","Low","Moderate"
"4540","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-55.625,47.375,"SSP1-2.6","SST",0.145953866,0,0.996512221,0.724134257,0.966495335,0.205094997,0.504152423,0.825223054,0.069483451,0.015032011,0.426788418,0.008055692,0.466650086,0.47175571,0.625241452,0.340407819,0.129839893,0.199861259,0.359658965,0.257834337,"Low","Low","Critical","Critical","Low","High","High","Low","Low","Low","High","Low","Moderate","Moderate","Low","Moderate"
"4541","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-55.375,47.375,"SSP1-2.6","SST",0.136714899,0,0.616791657,0.696269394,0.966495335,0.205094997,0.504152423,0.827979718,0.069483451,0.015032011,0.460668162,0.007419802,0.362443987,0.34566429,0.625930618,0.340950003,0.138150856,0.216780599,0.32259703,0.278978463,"Low","Low","Moderate","High","Low","High","High","Low","Low","Low","High","Low","Moderate","Moderate","Low","Moderate"
"4542","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-54.625,47.375,"SSP1-2.6","SST",0.097715155,0,0.996512221,0.599688357,0.966495335,0.205094997,0.504152423,0.801744964,0.069483451,0.015032011,0.404811355,0.003148031,0.423478933,0.463635402,0.61937193,0.335983876,0.123118712,0.190002794,0.341478682,0.259244751,"Low","Low","Critical","High","Low","High","High","Low","Low","Low","High","Low","Moderate","Moderate","Low","Moderate"
"4543","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-54.375,47.375,"SSP1-2.6","SST",0.101339136,0,0.996512221,0.638148212,0.966495335,0.205094997,0.504152423,0.79278805,0.069483451,0.015032011,0.393527334,0.008058755,0.433999892,0.468015577,0.617132701,0.334389326,0.121525388,0.183402052,0.345464837,0.258428289,"Low","Low","Critical","High","Low","High","High","Low","Low","Low","High","Low","Moderate","Moderate","Low","Moderate"
"4544","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-54.125,47.375,"SSP1-2.6","SST",0.100929063,0,0.961073875,0.582116423,0.966495335,0.205094997,0.504152423,0.778238668,0.069483451,0.015032011,0.441404297,0.002287677,0.41102984,0.446066916,0.613495356,0.331911672,0.132051859,0.20828356,0.343194872,0.281410134,"Low","Low","Critical","High","Low","High","High","Low","Low","Low","High","Low","Moderate","Moderate","Low","Moderate"
"4545","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-52.625,47.375,"SSP1-2.6","SST",0.072874923,0,0.996512221,0.747735845,0.966495335,0.205094997,0.504152423,0.667488403,0.069483451,0.015032011,0.325712185,0.014690455,0.454280747,0.493954204,0.585807789,0.317912231,0.106229525,0.148570185,0.360578235,0.309310915,"Low","Low","Critical","Critical","Low","High","High","Moderate","Low","Low","Moderate","Low","Moderate","Moderate","Low","Moderate"
"4546","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-52.375,47.375,"SSP1-2.6","SST",0.076324317,0,0.304221264,0.774883455,0.966495335,0.205094997,0.504152423,0.64686868,0.069483451,0.015032011,0.340281486,0.047837531,0.288857259,0.348839162,0.580652859,0.316309435,0.11815862,0.149764251,0.305970228,0.302787003,"Low","Low","Moderate","Critical","Low","High","High","Moderate","Low","Low","Moderate","Low","Moderate","Moderate","Low","Moderate"
"4547","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-52.125,47.375,"SSP1-2.6","SST",0.075621047,0,0.32947636,0.757403393,0.966495335,0.205094997,0.504152423,0.644655849,0.069483451,0.015032011,0.314948232,0.041935919,0.2906252,0.34160459,0.580099651,0.316156923,0.110349903,0.138198549,0.30429782,0.296213942,"Low","Low","Moderate","Critical","Low","High","High","Moderate","Low","Low","Moderate","Low","Moderate","Moderate","Low","Moderate"
"4548","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-51.875,47.375,"SSP1-2.6","SST",0.075652087,0,0.295560373,0.749654483,0.966495335,0.205094997,0.504152423,0.648480069,0.069483451,0.015032011,0.300886262,0.030754277,0.280216736,0.337132684,0.581055706,0.316422883,0.104039,0.133211392,0.300115316,0.304031273,"Low","Low","Moderate","Critical","Low","High","High","Moderate","Low","Low","Moderate","Low","Moderate","Moderate","Low","Moderate"
"4549","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-51.625,47.375,"SSP1-2.6","SST",0.076648894,0,0.402479126,0.73012232,0.966495335,0.205094997,0.504152423,0.668925537,0.069483451,0.015032011,0.303812644,0.027222521,0.302312585,0.334350867,0.586167073,0.318036099,0.103887657,0.135310161,0.304844798,0.285981671,"Low","Low","Moderate","Critical","Low","High","High","Moderate","Low","Low","Moderate","Low","Moderate","Moderate","Low","Moderate"
"4550","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-51.375,47.375,"SSP1-2.6","SST",0.079858983,0,0.428387134,0.720548034,0.966495335,0.205094997,0.504152423,0.697273949,0.069483451,0.015032011,0.301804499,0.038935016,0.307198538,0.332464884,0.593254176,0.320798871,0.106313744,0.1322187,0.300556433,0.250621803,"Low","Low","Moderate","Critical","Low","High","High","Moderate","Low","Low","Moderate","Low","Moderate","Moderate","Low","Moderate"
"4551","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-51.125,47.375,"SSP1-2.6","SST",0.08453217,0,0.405351778,0.718602687,0.966495335,0.205094997,0.504152423,0.721799813,0.069483451,0.015032011,0.313509093,0.035925864,0.302121659,0.32799166,0.599385642,0.32367125,0.108487605,0.138509072,0.297031998,0.244153922,"Low","Low","Moderate","Critical","Low","High","High","Moderate","Low","Low","Moderate","Low","Moderate","Moderate","Low","Moderate"
"4552","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-50.875,47.375,"SSP1-2.6","SST",0.090730598,0,0.424276346,0.697693518,0.966495335,0.205094997,0.504152423,0.738075357,0.069483451,0.015032011,0.325655572,0.062907095,0.303175115,0.320082334,0.603454528,0.325818262,0.118269532,0.140370981,0.294066257,0.205107849,"Low","Low","Moderate","High","Low","High","High","Low","Low","Low","Moderate","Low","Moderate","Moderate","Low","Moderate"
"4553","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-50.625,47.375,"SSP1-2.6","SST",0.096545692,0,0.413475801,0.675329406,0.966495335,0.205094997,0.504152423,0.749140093,0.069483451,0.015032011,0.333936406,0.037094299,0.296337725,0.308268782,0.606220712,0.327385363,0.113886542,0.148394569,0.293494402,0.234103462,"Low","Low","Moderate","High","Low","High","High","Low","Low","Low","Moderate","Low","Moderate","Moderate","Low","Moderate"
"4554","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-50.375,47.375,"SSP1-2.6","SST",0.100211922,0,0.42080765,0.678696897,0.966495335,0.205094997,0.504152423,0.75824571,0.069483451,0.015032011,0.326053222,0.011249851,0.299929117,0.309796215,0.608497116,0.328739233,0.105454634,0.149452841,0.295383408,0.260653312,"Low","Low","Moderate","High","Low","High","High","Low","Low","Low","Moderate","Low","Moderate","Moderate","Low","Moderate"
"4555","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-50.125,47.375,"SSP1-2.6","SST",0.100486109,0,0.506505819,0.700584334,0.966495335,0.205094997,0.504152423,0.760217764,0.069483451,0.015032011,0.326902342,0.005839812,0.326894065,0.331675088,0.60899013,0.329040014,0.104314404,0.151026682,0.305924362,0.269318127,"Low","Low","Moderate","Critical","Low","High","High","Low","Low","Low","Moderate","Low","Moderate","Moderate","Low","Moderate"
"4556","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-49.875,47.375,"SSP1-2.6","SST",0.099530632,0,0.592016415,0.717848456,0.966495335,0.205094997,0.504152423,0.763284078,0.069483451,0.015032011,0.338284154,0.004813767,0.352348876,0.355479613,0.609756708,0.329513008,0.106903346,0.15684382,0.316278257,0.273212171,"Low","Low","Moderate","Critical","Low","High","High","Low","Low","Low","Moderate","Low","Moderate","Moderate","Low","Moderate"
"4557","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-49.625,47.375,"SSP1-2.6","SST",0.097579386,0,0.54771511,0.71868644,0.966495335,0.205094997,0.504152423,0.762635462,0.069483451,0.015032011,0.361319564,0.006302682,0.340995234,0.346849044,0.609594554,0.329412417,0.113034427,0.167867344,0.313902885,0.276815731,"Low","Low","Moderate","Critical","Low","High","High","Low","Low","Low","Moderate","Low","Moderate","Moderate","Low","Moderate"
"4558","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-49.375,47.375,"SSP1-2.6","SST",0.09472985,0,0.506941462,0.704286147,0.966495335,0.205094997,0.504152423,0.750774633,0.069483451,0.015032011,0.326095363,0.006741168,0.326489365,0.334465318,0.606629347,0.327624148,0.104337998,0.15043478,0.30681489,0.27204981,"Low","Low","Moderate","Critical","Low","High","High","Low","Low","Low","Moderate","Low","Moderate","Moderate","Low","Moderate"
"4559","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-49.125,47.375,"SSP1-2.6","SST",0.091656329,0,0.483766948,0.720943688,0.966495335,0.205094997,0.504152423,0.734737957,0.069483451,0.015032011,0.313397667,0.006325856,0.324091741,0.337663204,0.602620178,0.32536257,0.101059746,0.144291067,0.30687259,0.276512209,"Low","Low","Moderate","Critical","Low","High","High","Low","Low","Low","Moderate","Low","Moderate","Moderate","Low","Moderate"
"4560","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-48.875,47.375,"SSP1-2.6","SST",0.089438282,0,0.367511746,0.70860232,0.966495335,0.205094997,0.504152423,0.725184323,0.069483451,0.015032011,0.308308381,0.010549887,0.291388087,0.319141175,0.600231769,0.324102067,0.100843433,0.140880183,0.295359096,0.273556018,"Low","Low","Moderate","Critical","Low","High","High","Moderate","Low","Low","Moderate","Low","Moderate","Moderate","Low","Moderate"
"4561","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-48.625,47.375,"SSP1-2.6","SST",0.089529188,0,0.352395907,0.689631372,0.966495335,0.205094997,0.504152423,0.719247982,0.069483451,0.015032011,0.30006424,0.033849331,0.282889117,0.309669055,0.598747684,0.323351902,0.104607258,0.132246642,0.28946972,0.242810533,"Low","Low","Moderate","High","Low","High","High","Moderate","Low","Low","Moderate","Low","Moderate","Moderate","Low","Moderate"
"4562","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-48.375,47.375,"SSP1-2.6","SST",0.090435829,0,0.319499363,0.696196931,0.966495335,0.205094997,0.504152423,0.722016214,0.069483451,0.015032011,0.308033029,0.010157277,0.276533031,0.310411867,0.599439742,0.323698548,0.100676442,0.140829027,0.290776363,0.276639832,"Low","Low","Moderate","High","Low","High","High","Moderate","Low","Low","Moderate","Low","Moderate","Moderate","Low","Moderate"
"4563","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-48.125,47.375,"SSP1-2.6","SST",0.091972267,0,0.306101061,0.692870759,0.966495335,0.205094997,0.504152423,0.731128192,0.069483451,0.015032011,0.312805854,0.006389428,0.272736022,0.308051346,0.601717737,0.324878618,0.100927686,0.14398686,0.289029775,0.277317198,"Low","Low","Moderate","High","Low","High","High","Low","Low","Low","Moderate","Low","Moderate","Moderate","Low","Moderate"
"4564","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-47.875,47.375,"SSP1-2.6","SST",0.093659408,0,0.248329198,0.647968064,0.966495335,0.205094997,0.504152423,0.740951923,0.069483451,0.015032011,0.303982271,0.004408259,0.247489168,0.285947859,0.604173669,0.326217369,0.098226498,0.140100899,0.27837292,0.271586322,"Low","Low","Moderate","High","Low","High","High","Low","Low","Low","Moderate","Low","Moderate","Moderate","Low","Moderate"
"4565","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-64.875,47.125,"SSP1-2.6","SST",0.287079227,0,0.993024443,0.576521,0.966495335,0.205094997,0.504152423,0.583686335,0.069483451,0.015032011,0.706021477,0.010256505,0.464156168,0.423920079,0.564857272,0.313465384,0.200198361,0.338283854,0.408252685,0.420832113,"Moderate","Low","Critical","High","Low","High","High","Moderate","Low","Low","Critical","Low","Moderate","Moderate","Moderate","Moderate"
"4566","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-64.625,47.125,"SSP1-2.6","SST",0.278697451,0,0.996512221,0.51750212,0.966495335,0.205094997,0.504152423,0.585278832,0.069483451,0.015032011,0.694894894,0.004948704,0.448177948,0.422320348,0.565255397,0.313498279,0.196089765,0.333742681,0.400746696,0.418395683,"Moderate","Low","Critical","Moderate","Low","High","High","Moderate","Low","Low","Critical","Low","Moderate","Moderate","Moderate","Moderate"
"4567","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-64.375,47.125,"SSP1-2.6","SST",0.272318958,0,0.795965059,0.534085037,0.966495335,0.205094997,0.504152423,0.588485582,0.069483451,0.015032011,0.709666468,0.005689453,0.400592264,0.342085843,0.566057084,0.313570644,0.199967846,0.340961493,0.384393541,0.434561645,"Moderate","Low","High","Moderate","Low","High","High","Moderate","Low","Low","Critical","Low","Moderate","Moderate","Moderate","Moderate"
