"","common name","scientific name","kingdom","phylum","class","order","family","genus","longitude","latitude","ssp","Depth method","S Thermal safety margin","S Conservation status","S Vertical habitat","S Cumulative impacts","AC Habitat fragmentation","AC Geographic range extent","AC Maximum body length","AC Thermal habitat availability","E Time of climate emergence","E Thermal habitat loss","E Fraction of species lost","E Climate velocity","Sensitivity","Sensitivity SD","Adaptive capacity","Adaptive capacity SD","Exposure","Exposure SD","Vulnerability","Vulnerability SD","S Thermal safety margin risk","S Conservation status risk","S Vertical habitat risk","S Cumulative impacts risk","AC Habitat fragmentation risk","AC Geographic range extent risk","AC Maximum body length risk","AC Thermal habitat availability risk","E Time of climate emergence risk","E Thermal habitat loss risk","E Fraction of species lost risk","E Climate velocity risk","Sensitivity risk","Adaptive capacity risk","Exposure risk","Overall Risk"
"2769","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-68.125,68.625,"SSP1-2.6","SST",0.002477339,0,0.996512221,0.444722408,0.966495335,0.205094997,0.504152423,0.179908082,0.069483451,0.015032011,0.349317111,0.004230931,0.360927992,0.472491518,0.463912709,0.365993518,0.109515876,0.162398017,0.396306883,0.435795199,"Low","Low","Critical","Moderate","Low","High","High","Critical","Low","Low","Moderate","Low","Moderate","High","Low","Moderate"
"2770","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-67.875,68.625,"SSP1-2.6","SST",0.002752704,0,0.982129604,0.472234142,0.966495335,0.205094997,0.504152423,0.18781464,0.069483451,0.015032011,0.326301818,0.002712997,0.364279112,0.467901034,0.465889349,0.363964125,0.103382569,0.151418103,0.394192366,0.431358291,"Low","Low","Critical","Moderate","Low","High","High","Critical","Low","Low","Moderate","Low","Moderate","High","Low","Moderate"
"2771","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-67.625,68.625,"SSP1-2.6","SST",0.003029545,0,0.947916405,0.387665872,0.966495335,0.205094997,0.504152423,0.191278641,0.069483451,0.015032011,0.332322316,0.002151579,0.334652955,0.447537378,0.466755349,0.363085,0.104747339,0.154497726,0.386449371,0.440214722,"Low","Low","Critical","Moderate","Low","High","High","Critical","Low","Low","Moderate","Low","Moderate","High","Low","Moderate"
"2772","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-59.375,68.625,"SSP1-2.6","SST",0.002284455,0,0.078237986,0.726619094,0.966495335,0.205094997,0.504152423,0.188003151,0.069483451,0.015032011,0.206077342,0.006521713,0.201785384,0.351772817,0.465936476,0.363916126,0.074278629,0.092186507,0.339832729,0.46029415,"Low","Low","Low","Critical","Low","High","High","Critical","Low","Low","Low","Low","Low","High","Low","Moderate"
"2773","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-66.875,68.375,"SSP1-2.6","SST",0.002586413,0,0.37213,0.420010002,0.966495335,0.205094997,0.504152423,0.182863415,0.069483451,0.015032011,0.354299935,0.003073277,0.198681604,0.228763568,0.464651542,0.365231279,0.110472169,0.165101383,0.345228003,0.421005549,"Low","Low","Moderate","Moderate","Low","High","High","Critical","Low","Low","Moderate","Low","Low","High","Low","Moderate"
"2774","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-66.625,68.375,"SSP1-2.6","SST",0.00267864,0,0.467590913,0.451163815,0.966495335,0.205094997,0.504152423,0.183108822,0.069483451,0.015032011,0.318283749,0.002738258,0.230358342,0.26453567,0.464712894,0.36516818,0.101384367,0.14747971,0.351671937,0.413243671,"Low","Low","Moderate","Moderate","Low","High","High","Critical","Low","Low","Moderate","Low","Moderate","High","Low","Moderate"
"2775","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-59.375,68.375,"SSP1-2.6","SST",0.002320891,0,0.078237986,0.717095337,0.966495335,0.205094997,0.504152423,0.188137721,0.069483451,0.015032011,0.208573392,0.006726789,0.199413553,0.347029888,0.465970119,0.363881872,0.074953911,0.093326784,0.339662614,0.460397803,"Low","Low","Low","Critical","Low","High","High","Critical","Low","Low","Low","Low","Low","High","Low","Moderate"
"2776","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-59.125,68.375,"SSP1-2.6","SST",0.002419564,0,0.102871775,0.72112274,0.966495335,0.205094997,0.504152423,0.190289289,0.069483451,0.015032011,0.211460753,0.014284799,0.20660352,0.34634588,0.466508011,0.363335461,0.077565254,0.092930337,0.337896924,0.446513719,"Low","Low","Low","Critical","Low","High","High","Critical","Low","Low","Low","Low","Low","High","Low","Moderate"
"2777","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-58.875,68.375,"SSP1-2.6","SST",0.002480377,0,0.126818291,0.71672069,0.966495335,0.205094997,0.504152423,0.192990866,0.069483451,0.015032011,0.233862363,0.034336597,0.21150484,0.341974848,0.467183405,0.362652724,0.088178606,0.099703982,0.336452806,0.429870345,"Low","Low","Low","Critical","Low","High","High","Critical","Low","Low","Moderate","Low","Low","High","Low","Moderate"
"2778","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-66.625,68.125,"SSP1-2.6","SST",0.002790227,0,0.969452305,0.446435469,0.966495335,0.205094997,0.504152423,0.187849703,0.069483451,0.015032011,0.37857146,0.002443166,0.3546695,0.460430366,0.465898114,0.363955196,0.116382522,0.177197315,0.396708616,0.44238833,"Low","Low","Critical","Moderate","Low","High","High","Critical","Low","Low","Moderate","Low","Moderate","High","Low","Moderate"
"2779","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-59.375,68.125,"SSP1-2.6","SST",0.002414218,0,0.078237986,0.721121227,0.966495335,0.205094997,0.504152423,0.187834488,0.069483451,0.015032011,0.208573392,0.00550914,0.200443358,0.349014172,0.465894311,0.363959071,0.074649498,0.093625017,0.340385012,0.461532175,"Low","Low","Low","Critical","Low","High","High","Critical","Low","Low","Low","Low","Low","High","Low","Moderate"
"2780","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-59.125,68.125,"SSP1-2.6","SST",0.002474761,0,0.111804888,0.716937089,0.966495335,0.205094997,0.504152423,0.190075735,0.069483451,0.015032011,0.228565048,0.005969504,0.207804185,0.343402063,0.466454622,0.36338959,0.079762503,0.103091059,0.343782864,0.455110962,"Low","Low","Low","Critical","Low","High","High","Critical","Low","Low","Moderate","Low","Low","High","Low","Moderate"
"2781","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-58.875,68.125,"SSP1-2.6","SST",0.002506797,0,0.13622709,0.726620808,0.966495335,0.205094997,0.504152423,0.2010735,0.069483451,0.015032011,0.22597224,0.024080215,0.216338674,0.346088724,0.469204064,0.36063259,0.083641979,0.097831997,0.337663381,0.433569307,"Low","Low","Low","Critical","Low","High","High","Critical","Low","Low","Moderate","Low","Moderate","High","Low","Moderate"
"2782","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-58.625,68.125,"SSP1-2.6","SST",0.002518411,0,0.121711223,0.743925755,0.966495335,0.205094997,0.504152423,0.203874229,0.069483451,0.015032011,0.233862363,0.035835923,0.217038847,0.355819265,0.469904246,0.35994053,0.088553437,0.099436554,0.336517842,0.434472558,"Low","Low","Low","Critical","Low","High","High","Critical","Low","Low","Moderate","Low","Moderate","High","Low","Moderate"
"2783","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-59.375,67.875,"SSP1-2.6","SST",0.002414632,0,0.078237986,0.721013378,0.966495335,0.205094997,0.504152423,0.187373355,0.069483451,0.015032011,0.206885817,0.002546902,0.200416499,0.348960462,0.465779027,0.364076558,0.073487045,0.093560597,0.341215969,0.463684563,"Low","Low","Low","Critical","Low","High","High","Critical","Low","Low","Low","Low","Low","High","Low","Moderate"
"2784","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-59.125,67.875,"SSP1-2.6","SST",0.002328757,0,0.123013161,0.71601652,0.966495335,0.205094997,0.504152423,0.189513614,0.069483451,0.015032011,0.218472376,0.005068911,0.21033961,0.341977734,0.466314092,0.363532179,0.077014187,0.098463266,0.342522948,0.449580249,"Low","Low","Low","Critical","Low","High","High","Critical","Low","Low","Low","Low","Low","High","Low","Moderate"
"2785","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-58.875,67.875,"SSP1-2.6","SST",0.002312178,0,0.131985533,0.74565199,0.966495335,0.205094997,0.504152423,0.192232146,0.069483451,0.015032011,0.21998896,0.004911982,0.219987425,0.355829804,0.466993725,0.362844088,0.077354101,0.099227942,0.344671767,0.44952738,"Low","Low","Low","Critical","Low","High","High","Critical","Low","Low","Low","Low","Moderate","High","Low","Moderate"
"2786","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-58.625,67.875,"SSP1-2.6","SST",0.002362823,0,0.138425783,0.756981523,0.966495335,0.205094997,0.504152423,0.198947555,0.069483451,0.015032011,0.21998896,0.02665321,0.224442532,0.360874173,0.468672577,0.36116065,0.082789408,0.094415929,0.337793927,0.430731877,"Low","Low","Low","Critical","Low","High","High","Critical","Low","Low","Low","Low","Moderate","High","Low","Moderate"
"2787","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-58.375,67.875,"SSP1-2.6","SST",0.002463379,0,0.078237986,0.772616097,0.966495335,0.205094997,0.504152423,0.205833083,0.069483451,0.015032011,0.232614337,0.020918808,0.213329365,0.374622126,0.470393959,0.359458948,0.084512152,0.101705002,0.341080554,0.460905036,"Low","Low","Low","Critical","Low","High","High","Critical","Low","Low","Moderate","Low","Low","High","Low","Moderate"
"2788","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-59.375,67.625,"SSP1-2.6","SST",0.002181673,0,0.078237986,0.705500199,0.966495335,0.205094997,0.504152423,0.182018219,0.069483451,0.015032011,0.183194822,0.002923662,0.196479964,0.34129116,0.464440243,0.365448824,0.067658487,0.082284301,0.335957867,0.455401521,"Low","Low","Low","Critical","Low","High","High","Critical","Low","Low","Low","Low","Low","High","Low","Moderate"
"2789","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-59.125,67.625,"SSP1-2.6","SST",0.002117429,0,0.078237986,0.729141353,0.966495335,0.205094997,0.504152423,0.179635366,0.069483451,0.015032011,0.183194822,0.002283528,0.202374192,0.353058788,0.46384453,0.366064078,0.067498453,0.082452621,0.337900155,0.456552241,"Low","Low","Low","Critical","Low","High","High","Critical","Low","Low","Low","Low","Low","High","Low","Moderate"
"2790","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-58.875,67.625,"SSP1-2.6","SST",0.002162171,0,0.078237986,0.7380247,0.966495335,0.205094997,0.504152423,0.186338688,0.069483451,0.015032011,0.187012332,0.005096318,0.204606214,0.357468649,0.465520361,0.364340563,0.069156028,0.083513015,0.337299218,0.456602399,"Low","Low","Low","Critical","Low","High","High","Critical","Low","Low","Low","Low","Low","High","Low","Moderate"
"2791","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-58.625,67.625,"SSP1-2.6","SST",0.002259284,0,0.078237986,0.746934137,0.966495335,0.205094997,0.504152423,0.189556789,0.069483451,0.015032011,0.192603696,0.007188414,0.206857852,0.361882213,0.466324886,0.363521221,0.071076893,0.085623341,0.337812587,0.457192353,"Low","Low","Low","Critical","Low","High","High","Critical","Low","Low","Low","Low","Low","High","Low","Moderate"
"2792","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-58.375,67.625,"SSP1-2.6","SST",0.00233414,0,0.089407305,0.754334523,0.966495335,0.205094997,0.504152423,0.196956439,0.069483451,0.015032011,0.200710912,0.010372002,0.211518992,0.364261148,0.468174798,0.361657355,0.073899594,0.088697539,0.338129488,0.454384149,"Low","Low","Low","Critical","Low","High","High","Critical","Low","Low","Low","Low","Low","High","Low","Moderate"
"2793","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-58.125,67.625,"SSP1-2.6","SST",0.002442515,0,0.130621166,0.759121653,0.966495335,0.205094997,0.504152423,0.204985495,0.069483451,0.015032011,0.237806372,0.002390574,0.223046333,0.362553385,0.470182062,0.359667078,0.081178102,0.10840043,0.347876728,0.459933071,"Low","Low","Low","Critical","Low","High","High","Critical","Low","Low","Moderate","Low","Moderate","High","Low","Moderate"
"2794","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-57.875,67.125,"SSP1-2.6","SST",0.002038818,0,0.078237986,0.733729471,0.966495335,0.205094997,0.504152423,0.204716331,0.069483451,0.015032011,0.212979759,0.006473804,0.203501569,0.35535556,0.470114771,0.359733252,0.075992256,0.095493294,0.339803271,0.465584981,"Low","Low","Low","Critical","Low","High","High","Critical","Low","Low","Low","Low","Low","High","Low","Moderate"
"2795","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-61.625,66.875,"SSP1-2.6","SST",0.001274231,0,0.639620657,0.633972372,0.966495335,0.205094997,0.504152423,0.156989634,0.069483451,0.015032011,0.347267122,0.015506513,0.318716815,0.367294407,0.458183097,0.372050892,0.111822274,0.159030325,0.382692793,0.402018272,"Low","Low","Moderate","High","Low","High","High","Critical","Low","Low","Moderate","Low","Moderate","High","Low","Moderate"
"2796","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-61.375,66.875,"SSP1-2.6","SST",0.001386345,0,0.232922045,0.692708379,0.966495335,0.205094997,0.504152423,0.152561651,0.069483451,0.015032011,0.276141816,0.000953416,0.231754192,0.326220517,0.457076101,0.373250436,0.090402674,0.127303508,0.357264807,0.430716643,"Low","Low","Low","High","Low","High","High","Critical","Low","Low","Moderate","Low","Moderate","High","Low","Moderate"
"2797","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-61.125,66.875,"SSP1-2.6","SST",0.001460684,0,0.078237986,0.704345046,0.966495335,0.205094997,0.504152423,0.160969566,0.069483451,0.015032011,0.258605215,0.001958875,0.196010929,0.34085389,0.45917808,0.370980691,0.086269888,0.118552986,0.351560152,0.47003159,"Low","Low","Low","Critical","Low","High","High","Critical","Low","Low","Moderate","Low","Low","High","Low","Moderate"
"2798","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-61.125,66.625,"SSP1-2.6","SST",0.001230486,0,0.274017165,0.705984695,0.966495335,0.205094997,0.504152423,0.153786436,0.069483451,0.015032011,0.267425989,0.001954175,0.245308086,0.3330651,0.457382298,0.372917711,0.088473906,0.122833032,0.358432234,0.421063501,"Low","Low","Moderate","Critical","Low","High","High","Critical","Low","Low","Moderate","Low","Moderate","High","Low","Moderate"
"2799","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-66.875,66.375,"SSP1-2.6","SST",0.002525192,0,0.202291134,0.559821675,0.966495335,0.205094997,0.504152423,0.225331744,0.069483451,0.015032011,0.416061011,0.009793739,0.1911595,0.26341385,0.475268625,0.354777013,0.127592553,0.194196769,0.350323678,0.45826273,"Low","Low","Low","Moderate","Low","High","High","Critical","Low","Low","High","Low","Low","High","Low","Moderate"
"2800","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-61.375,66.375,"SSP1-2.6","SST",0.001069116,0,0.313247345,0.652213825,0.966495335,0.205094997,0.504152423,0.149503772,0.069483451,0.015032011,0.281080254,0.001407517,0.241632571,0.310892649,0.456311632,0.374084221,0.091750808,0.129600872,0.358144178,0.414699205,"Low","Low","Moderate","High","Low","High","High","Critical","Low","Low","Moderate","Low","Moderate","High","Low","Moderate"
"2801","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-61.125,66.375,"SSP1-2.6","SST",0.001062803,0,0.184917615,0.716833768,0.966495335,0.205094997,0.504152423,0.154088712,0.069483451,0.015032011,0.235853778,0.001254029,0.225703546,0.338761441,0.457457867,0.372835704,0.080405817,0.1077375,0.351773578,0.43346113,"Low","Low","Low","Critical","Low","High","High","Critical","Low","Low","Moderate","Low","Moderate","High","Low","Moderate"
"2802","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-67.375,66.125,"SSP1-2.6","SST",0.002526143,0,0.938943474,0.38837489,0.966495335,0.205094997,0.504152423,0.220820064,0.069483451,0.015032011,0.433899062,0.005022642,0.332461127,0.443596919,0.474140705,0.355842065,0.130859291,0.204002383,0.391322981,0.45789403,"Low","Low","Critical","Moderate","Low","High","High","Critical","Low","Low","High","Low","Moderate","High","Low","Moderate"
"2803","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-67.125,66.125,"SSP1-2.6","SST",0.002474778,0,0.266335097,0.369056629,0.966495335,0.205094997,0.504152423,0.221004086,0.069483451,0.015032011,0.429607187,0.00332305,0.159466626,0.187461005,0.47418671,0.355798406,0.129361425,0.202229059,0.335986371,0.441969035,"Low","Low","Moderate","Moderate","Low","High","High","Critical","Low","Low","High","Low","Low","High","Low","Moderate"
"2804","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-66.875,66.125,"SSP1-2.6","SST",0.002582336,0,0.271529984,0.36018932,0.966495335,0.205094997,0.504152423,0.221193435,0.069483451,0.015032011,0.407186728,0.016314604,0.15857541,0.185190806,0.474234047,0.355753503,0.127004199,0.188503619,0.332581915,0.427391474,"Low","Low","Moderate","Moderate","Low","High","High","Critical","Low","Low","High","Low","Low","High","Low","Moderate"
"2805","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-66.625,66.125,"SSP1-2.6","SST",0.002863262,0,0.307975203,0.506107132,0.966495335,0.205094997,0.504152423,0.222010595,0.069483451,0.015032011,0.392095545,0.015557866,0.204236399,0.247757493,0.474438337,0.355559941,0.123042218,0.181178848,0.34682169,0.430281202,"Low","Low","Moderate","Moderate","Low","High","High","Critical","Low","Low","Moderate","Low","Low","High","Low","Moderate"
"2806","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-66.375,66.125,"SSP1-2.6","SST",0.003226498,0,0.217415713,0.691151121,0.966495335,0.205094997,0.504152423,0.228403117,0.069483451,0.015032011,0.377245242,0.015418013,0.227948333,0.325129771,0.476036468,0.354058359,0.119294679,0.173858867,0.35702948,0.455183562,"Low","Low","Low","High","Low","High","High","Critical","Low","Low","Moderate","Low","Moderate","High","Low","Moderate"
"2807","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-66.125,66.125,"SSP1-2.6","SST",0.003216453,0,0.225508795,0.788993902,0.966495335,0.205094997,0.504152423,0.221007228,0.069483451,0.015032011,0.383658725,0.006356219,0.254429788,0.371679913,0.474187496,0.355797661,0.118632601,0.178879432,0.367303582,0.4654991,"Low","Low","Low","Critical","Low","High","High","Critical","Low","Low","Moderate","Low","Moderate","High","Low","Moderate"
"2808","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-61.875,66.125,"SSP1-2.6","SST",0.001129022,0,0.383769963,0.65814095,0.966495335,0.205094997,0.504152423,0.149377375,0.069483451,0.015032011,0.2973366,0.010158446,0.260759984,0.32064887,0.456280032,0.374118779,0.098002627,0.135582815,0.362554223,0.401977069,"Low","Low","Moderate","High","Low","High","High","Critical","Low","Low","Moderate","Low","Moderate","High","Low","Moderate"
"2809","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-61.625,66.125,"SSP1-2.6","SST",0.001104031,0,0.288372968,0.714437505,0.966495335,0.205094997,0.504152423,0.145550471,0.069483451,0.015032011,0.28579887,0.00342058,0.250978626,0.337451258,0.455323306,0.375168647,0.093433728,0.131437133,0.362524563,0.420461422,"Low","Low","Moderate","Critical","Low","High","High","Critical","Low","Low","Moderate","Low","Moderate","High","Low","Moderate"
"2810","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-61.375,66.125,"SSP1-2.6","SST",0.001091509,0,0.277759402,0.719024927,0.966495335,0.205094997,0.504152423,0.14941871,0.069483451,0.015032011,0.252619882,0.001558324,0.24946896,0.339219337,0.456290366,0.374107477,0.084673417,0.115750874,0.35815864,0.416811063,"Low","Low","Moderate","Critical","Low","High","High","Critical","Low","Low","Moderate","Low","Moderate","High","Low","Moderate"
"2811","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-61.125,66.125,"SSP1-2.6","SST",0.001088638,0,0.248149932,0.710189974,0.966495335,0.205094997,0.504152423,0.153842441,0.069483451,0.015032011,0.240080239,0.001885406,0.239857136,0.334576145,0.457396299,0.372902514,0.081620277,0.109618291,0.353898677,0.418835508,"Low","Low","Moderate","Critical","Low","High","High","Critical","Low","Low","Moderate","Low","Moderate","High","Low","Moderate"
"2812","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-67.875,65.875,"SSP1-2.6","SST",0.002071088,0,0.996512221,0.43256284,0.966495335,0.205094997,0.504152423,0.191883263,0.069483451,0.015032011,0.484977199,0.024059902,0.357786537,0.471913369,0.466906504,0.362932182,0.148388141,0.225654244,0.40389267,0.44527874,"Low","Low","Critical","Moderate","Low","High","High","Critical","Low","Low","High","Low","Moderate","High","Low","Moderate"
"2813","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-67.625,65.875,"SSP1-2.6","SST",0.00205285,0,0.996512221,0.428092948,0.966495335,0.205094997,0.504152423,0.196330916,0.069483451,0.015032011,0.462383017,0.016064285,0.356664505,0.471687085,0.468018418,0.361813823,0.140740691,0.215930744,0.402010011,0.448599685,"Low","Low","Critical","Moderate","Low","High","High","Critical","Low","Low","High","Low","Moderate","High","Low","Moderate"
"2814","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-67.375,65.875,"SSP1-2.6","SST",0.002318561,0,0.965605416,0.400748489,0.966495335,0.205094997,0.504152423,0.208931109,0.069483451,0.015032011,0.411239107,0.004695888,0.342168117,0.456319503,0.471168466,0.358701441,0.125112614,0.192856511,0.393581856,0.453231111,"Low","Low","Critical","Moderate","Low","High","High","Critical","Low","Low","High","Low","Moderate","High","Low","Moderate"
"2815","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-67.125,65.875,"SSP1-2.6","SST",0.002763736,0,0.466317751,0.366236118,0.966495335,0.205094997,0.504152423,0.221242582,0.069483451,0.015032011,0.400850349,0.002999608,0.208829401,0.24300199,0.474246334,0.355741851,0.122091355,0.18807686,0.34870328,0.437018538,"Low","Low","Moderate","Moderate","Low","High","High","Critical","Low","Low","High","Low","Low","High","Low","Moderate"
"2816","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-66.875,65.875,"SSP1-2.6","SST",0.002971044,0,0.159968067,0.415598752,0.966495335,0.205094997,0.504152423,0.222170855,0.069483451,0.015032011,0.382510777,0.004822883,0.144634466,0.195486076,0.474478402,0.355522023,0.117962281,0.178634886,0.334674297,0.453467872,"Low","Low","Low","Moderate","Low","High","High","Critical","Low","Low","Moderate","Low","Low","High","Low","Moderate"
"2817","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-66.625,65.875,"SSP1-2.6","SST",0.003194388,0,0.097607596,0.4719085,0.966495335,0.205094997,0.504152423,0.227697533,0.069483451,0.015032011,0.379099243,0.004758813,0.143177621,0.22378245,0.475860072,0.354222995,0.11709338,0.17696455,0.340286622,0.479110448,"Low","Low","Low","Moderate","Low","High","High","Critical","Low","Low","Moderate","Low","Low","High","Low","Moderate"
"2818","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-66.375,65.875,"SSP1-2.6","SST",0.00323036,0,0.078237986,0.547771258,0.966495335,0.205094997,0.504152423,0.22859961,0.069483451,0.015032011,0.38642259,0.014332163,0.157309901,0.262804965,0.476085591,0.354012559,0.121317554,0.178614991,0.34605554,0.486731126,"Low","Low","Low","Moderate","Low","High","High","Critical","Low","Low","Moderate","Low","Low","High","Low","Moderate"
"2819","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-66.125,65.875,"SSP1-2.6","SST",0.003098585,0,0.078237986,0.678478271,0.966495335,0.205094997,0.504152423,0.221021954,0.069483451,0.015032011,0.351013416,0.006096786,0.18995371,0.327685774,0.474191177,0.355794168,0.110406416,0.162832423,0.353368809,0.491882876,"Low","Low","Low","High","Low","High","High","Critical","Low","Low","Moderate","Low","Low","High","Low","Moderate"
"2820","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-65.875,65.875,"SSP1-2.6","SST",0.002707399,0,0.0896488,0.731625671,0.966495335,0.205094997,0.504152423,0.209068552,0.069483451,0.015032011,0.335367686,0.004145573,0.205995467,0.35288517,0.471202827,0.358667952,0.10600718,0.155555449,0.356920944,0.487666356,"Low","Low","Low","Critical","Low","High","High","Critical","Low","Low","Moderate","Low","Low","High","Low","Moderate"
"2821","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-62.125,65.875,"SSP1-2.6","SST",0.001251184,0,0.865133028,0.562671375,0.966495335,0.205094997,0.504152423,0.153217867,0.069483451,0.015032011,0.324060952,0.002028675,0.357263897,0.429924734,0.457240155,0.37307208,0.102651272,0.150470809,0.39532854,0.414982138,"Low","Low","High","Moderate","Low","High","High","Critical","Low","Low","Moderate","Low","Moderate","High","Low","Moderate"
"2822","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-61.875,65.875,"SSP1-2.6","SST",0.001183137,0,0.349937749,0.700455736,0.966495335,0.205094997,0.504152423,0.153506096,0.069483451,0.015032011,0.296288074,0.001830112,0.262894156,0.334983939,0.457312213,0.372993806,0.095658412,0.136920605,0.365281923,0.417287069,"Low","Low","Moderate","Critical","Low","High","High","Critical","Low","Low","Moderate","Low","Moderate","High","Low","Moderate"
